"id","Ammonium ( uM )","Avg_Chloro ( mg/m3 )","Avg_Phaeo ( mg/m3 )","Chl1 ( mg/m3 )","Chl2 ( mg/m3 )","Nitrate ( uM )","Nitrite ( uM )","Nitrite_Nitrate ( uM )","pDA ( ng/mL )","Phaeo1 ( mg/m3 )","Phaeo2 ( mg/m3 )","Phosphate ( uM )","Silicate ( uM )","Temp ( Celsius )","Salinity ( PSS )"
"HABs-SantaMonicaPier_2014-02-17T18:00:00Z",1.3,NA,NA,NA,NA,0.4,0,NA,0,NA,NA,0.3,2.1,15.5,NA
"HABs-SantaMonicaPier_2014-02-24T19:30:00Z",0.8,NA,NA,NA,NA,0.8,0.1,NA,0,NA,NA,0.5,3.6,16,NA
"HABs-SantaMonicaPier_2014-03-03T18:00:00Z",1.1,NA,NA,NA,NA,1.3,0.1,NA,0,NA,NA,0.4,2.3,15.5,NA
"HABs-SantaMonicaPier_2014-03-10T21:30:00Z",10.2,NA,NA,NA,NA,1,0.1,NA,0,NA,NA,0.3,6.1,17,NA
"HABs-SantaMonicaPier_2014-03-17T17:00:00Z",4.1,2.9,NA,NA,NA,0.3,0,NA,0,NA,NA,0.2,2.9,17.4,NA
"HABs-SantaMonicaPier_2014-03-25T19:00:00Z",4.95,NA,NA,NA,NA,3.5,0.3,NA,0,NA,NA,0.2,8.5,15.5,NA
"HABs-SantaMonicaPier_2014-03-31T19:00:00Z",10.5,NA,NA,NA,NA,1.8,0.2,NA,0,NA,NA,0.4,7.2,16,NA
"HABs-SantaMonicaPier_2014-04-07T19:00:00Z",5.44,2.4,NA,NA,NA,0.5,0.1,NA,0.07,NA,NA,0.2,1.1,16,NA
"HABs-SantaMonicaPier_2014-04-14T17:00:00Z",10.4,1.9,NA,NA,NA,1.3,0.2,NA,0,NA,NA,27.3,3.2,17,NA
"HABs-SantaMonicaPier_2014-04-21T18:30:00Z",9.21,3.5,NA,NA,NA,0.6,0.1,NA,0.05,NA,NA,0.3,2.9,17,NA
"HABs-SantaMonicaPier_2014-04-28T18:30:00Z",7.92,3.9,NA,NA,NA,1.3,0.1,NA,0,NA,NA,0.3,4.6,15,NA
"HABs-SantaMonicaPier_2014-05-05T21:00:00Z",5.23,4.5,NA,NA,NA,1.4,0.4,NA,0.3,NA,NA,0.4,5.2,18,NA
"HABs-SantaMonicaPier_2014-05-12T20:00:00Z",5.03,12.4,NA,NA,NA,0.7,0.1,NA,1.6,NA,NA,0.1,2.3,17,NA
"HABs-SantaMonicaPier_2014-05-19T20:00:00Z",33.3,3.2,NA,NA,NA,1.4,0.6,NA,0.2,NA,NA,0.3,8.3,19,NA
"HABs-SantaMonicaPier_2014-05-26T17:30:00Z",26.8,5,NA,NA,NA,0.4,0,NA,0,NA,NA,0.3,4.6,19,NA
"HABs-SantaMonicaPier_2014-06-02T20:00:00Z",11.5,2.4,NA,NA,NA,0.9,0.2,NA,0,NA,NA,0.2,7.6,21,NA
"HABs-SantaMonicaPier_2014-06-09T17:00:00Z",0.42,0.5,NA,NA,NA,0.6,0,NA,0,NA,NA,0.3,2.7,18,NA
"HABs-SantaMonicaPier_2014-06-16T17:00:00Z",7.66,2.3,NA,NA,NA,1.2,0.1,NA,0,NA,NA,0.3,3.1,21.5,NA
"HABs-SantaMonicaPier_2014-06-24T20:00:00Z",3.05,NA,NA,NA,NA,1.6,0.2,NA,0,NA,NA,0.3,3,22,NA
"HABs-SantaMonicaPier_2014-06-30T20:00:00Z",3.84,3.1,NA,NA,NA,0.6,0.1,NA,0,NA,NA,0.1,2.1,22,NA
"HABs-SantaMonicaPier_2014-07-07T20:00:00Z",2.34,3.5,NA,NA,NA,0.5,0.1,NA,0,NA,NA,0.1,2.9,23,NA
"HABs-SantaMonicaPier_2014-07-14T20:00:00Z",0.52,6.2,NA,NA,NA,0,0.1,NA,0,NA,NA,0.1,2.1,22,NA
"HABs-SantaMonicaPier_2014-07-21T20:00:00Z",3.8,1.7,NA,NA,NA,1.1,0.1,NA,0,NA,NA,0.2,4.2,23.5,NA
"HABs-SantaMonicaPier_2014-07-28T20:00:00Z",1.99,1.5,NA,NA,NA,1.6,0.2,NA,0,NA,NA,0,3.2,22.6,NA
"HABs-SantaMonicaPier_2014-08-04T20:00:00Z",0.19,2.7,NA,NA,NA,0.2,0.1,NA,0,NA,NA,0.3,2.3,22.2,NA
"HABs-SantaMonicaPier_2014-08-11T20:00:00Z",9.67,NA,NA,NA,NA,9.7,0.1,NA,0,NA,NA,0.6,1.6,22.1,NA
"HABs-SantaMonicaPier_2014-08-18T20:00:00Z",1.35,0.5,NA,NA,NA,0.2,0,NA,0,NA,NA,0.2,0.7,22.4,NA
"HABs-SantaMonicaPier_2014-08-25T18:00:00Z",9.67,0.9,NA,NA,NA,19.8,0.4,NA,0,NA,NA,0.6,2.2,21.8,NA
"HABs-SantaMonicaPier_2014-09-08T21:00:00Z",48.26,1.8,NA,NA,NA,11.9,0.3,NA,0,NA,NA,0.6,2.8,23.2,NA
"HABs-SantaMonicaPier_2014-09-15T21:00:00Z",3.58,1.4,NA,NA,NA,5.7,0.1,NA,0,NA,NA,0.4,4.2,22,NA
"HABs-SantaMonicaPier_2014-09-22T18:00:00Z",24.12,0.9,NA,NA,NA,0.3,0.5,NA,0,NA,NA,1.3,3.1,21.3,NA
"HABs-SantaMonicaPier_2014-09-29T18:00:00Z",2.39,1.6,NA,NA,NA,1.2,0.2,NA,0,NA,NA,0.3,3.2,21.5,NA
"HABs-SantaMonicaPier_2014-10-06T18:00:00Z",3.64,2.5,NA,NA,NA,13,0.2,NA,0,NA,NA,0.5,1.1,21.8,NA
"HABs-SantaMonicaPier_2014-10-13T17:00:00Z",0.95,2.6,NA,NA,NA,1.5,0.2,NA,0,NA,NA,0.3,2.6,21.8,NA
"HABs-SantaMonicaPier_2014-10-20T17:00:00Z",1.5,NA,NA,NA,NA,1.2,0.2,NA,0,NA,NA,0.3,2.9,20,NA
"HABs-SantaMonicaPier_2014-10-27T21:00:00Z",1.19,1.1,NA,NA,NA,2.5,0.1,NA,0,NA,NA,0.5,3.9,20.7,NA
"HABs-SantaMonicaPier_2014-11-03T22:00:00Z",1.61,1.2,NA,NA,NA,0.5,0.1,NA,0,NA,NA,0.2,2.4,19,NA
"HABs-SantaMonicaPier_2014-11-10T22:00:00Z",4.64,1.7,NA,NA,NA,1,0.1,NA,0,NA,NA,0.4,2.8,19,NA
"HABs-SantaMonicaPier_2014-11-17T22:00:00Z",14.77,0.9,NA,NA,NA,1.5,0.2,NA,0,NA,NA,0.3,2.6,18,NA
"HABs-SantaMonicaPier_2014-11-24T22:00:00Z",8.42,2.1,NA,NA,NA,1.4,0.3,NA,0,NA,NA,0.2,4.7,17.8,NA
"HABs-SantaMonicaPier_2014-12-01T22:00:00Z",14.34,2.8,NA,NA,NA,1.3,0.2,NA,0,NA,NA,0.3,4.2,17.1,NA
"HABs-SantaMonicaPier_2014-12-08T18:00:00Z",9.94,5.5,NA,NA,NA,1,0.1,NA,0,NA,NA,0.3,4.5,17,NA
"HABs-SantaMonicaPier_2014-12-15T23:00:00Z",1.94,1.5,NA,NA,NA,1.7,0.2,NA,0,NA,NA,0.4,3.9,16.7,NA
"HABs-SantaMonicaPier_2014-12-22T18:00:00Z",0.93,1,NA,NA,NA,0.1,0,NA,0,NA,NA,0.1,4.4,NA,NA
"HABs-SantaMonicaPier_2014-12-31T21:00:00Z",3.01,1.1,NA,NA,NA,3.7,0.4,NA,0,NA,NA,0.8,3.7,NA,NA
"HABs-SantaMonicaPier_2015-01-12T18:00:00Z",8.31,NA,NA,NA,NA,1.7,0.1,NA,0,NA,NA,0.3,3.1,16.2,NA
"HABs-SantaMonicaPier_2015-01-19T21:00:00Z",1.1,NA,NA,NA,NA,1,0.1,NA,0,NA,NA,0.3,2.6,16.8,NA
"HABs-SantaMonicaPier_2015-01-26T21:00:00Z",2.85,NA,NA,NA,NA,1.1,0.1,NA,0,NA,NA,0.4,2.8,16,NA
"HABs-SantaMonicaPier_2015-02-02T21:00:00Z",7.86,NA,NA,NA,NA,5.9,0.2,NA,0,NA,NA,0.5,3.4,17.2,NA
"HABs-SantaMonicaPier_2015-02-09T21:00:00Z",2.28,NA,NA,NA,NA,5.4,0.3,NA,0,NA,NA,0.4,2.8,NA,NA
"HABs-SantaMonicaPier_2015-02-23T21:00:00Z",0.82,NA,NA,NA,NA,1.7,0.2,NA,0,NA,NA,0.4,4.8,17,NA
"HABs-SantaMonicaPier_2015-03-02T21:00:00Z",1.23,NA,NA,NA,NA,0.7,0.1,NA,0.05,NA,NA,0.3,5.5,16.2,NA
"HABs-SantaMonicaPier_2015-03-09T20:00:00Z",16.5,NA,NA,NA,NA,6.3,0.3,NA,0,NA,NA,0.7,3.5,17,NA
"HABs-SantaMonicaPier_2015-03-15T20:00:00Z",7.9,NA,NA,NA,NA,1.5,0.1,NA,0,NA,NA,0.2,1.9,17.8,NA
"HABs-SantaMonicaPier_2015-03-23T20:00:00Z",5.32,NA,NA,NA,NA,0.7,0.1,NA,0,NA,NA,0.3,1.8,17,NA
"HABs-SantaMonicaPier_2015-03-30T20:00:00Z",5.04,NA,NA,NA,NA,0.8,0.1,NA,0,NA,NA,0.3,2.3,18,NA
"HABs-SantaMonicaPier_2015-04-06T20:00:00Z",5.47,NA,NA,NA,NA,1.4,0.2,NA,0,NA,NA,0.3,4.9,18.2,NA
"HABs-SantaMonicaPier_2015-04-13T18:00:00Z",6.08,NA,NA,NA,NA,1,0.1,NA,0,NA,NA,0.3,5.6,17.9,NA
"HABs-SantaMonicaPier_2015-04-20T20:00:00Z",2.78,NA,NA,NA,NA,0.6,0.1,NA,0,NA,NA,0.3,2.8,19.4,NA
"HABs-SantaMonicaPier_2015-04-27T20:00:00Z",2.46,NA,NA,NA,NA,0.5,0.1,NA,0,NA,NA,0.2,6,18,NA
"HABs-SantaMonicaPier_2015-05-04T20:00:00Z",5.89,NA,NA,NA,NA,0.9,0.1,NA,0,NA,NA,0.2,5.8,NA,NA
"HABs-SantaMonicaPier_2015-05-11T20:00:00Z",2.63,NA,NA,NA,NA,0.5,0.1,NA,0,NA,NA,0.2,6.4,17,NA
"HABs-SantaMonicaPier_2015-05-18T20:00:00Z",8.78,NA,NA,NA,NA,0.9,0.2,NA,0.1,NA,NA,0.2,3.2,17,NA
"HABs-SantaMonicaPier_2015-05-25T20:00:00Z",125,NA,NA,NA,NA,1.6,0.5,NA,0,NA,NA,0.4,6.5,16.9,NA
"HABs-SantaMonicaPier_2015-06-01T20:00:00Z",33.6,NA,NA,NA,NA,0.6,0.4,NA,0,NA,NA,0.4,5.7,18.5,NA
"HABs-SantaMonicaPier_2015-06-08T20:00:00Z",62.3,NA,NA,NA,NA,2.2,0.8,NA,0,NA,NA,0.4,9.9,18,NA
"HABs-SantaMonicaPier_2015-06-15T20:00:00Z",5.97,NA,NA,NA,NA,1.3,0.1,NA,0,NA,NA,0.3,9.9,18,NA
"HABs-SantaMonicaPier_2015-06-22T20:00:00Z",5.57,NA,NA,NA,NA,0.8,0.2,NA,0,NA,NA,0.3,8.3,21,NA
"HABs-SantaMonicaPier_2015-06-29T20:00:00Z",4.26,NA,NA,NA,NA,0.6,0.1,NA,0,NA,NA,0.3,7,19,NA
"HABs-SantaMonicaPier_2015-07-06T20:00:00Z",5.23,NA,NA,NA,NA,0.6,0.1,NA,0,NA,NA,0.2,8.1,20,NA
"HABs-SantaMonicaPier_2015-07-13T20:00:00Z",9.73,NA,NA,NA,NA,1.8,0.4,NA,0,NA,NA,0.3,9.2,19.1,NA
"HABs-SantaMonicaPier_2015-07-20T20:00:00Z",6.73,NA,NA,NA,NA,1.1,0,NA,0,NA,NA,0.3,8.5,22,NA
"HABs-SantaMonicaPier_2015-07-27T20:00:00Z",5.52,NA,NA,NA,NA,0.6,0.4,NA,0,NA,NA,0.4,56.3,22,NA
"HABs-SantaMonicaPier_2015-08-03T20:00:00Z",122,NA,NA,NA,NA,0.6,0.5,NA,0,NA,NA,0.4,8,22.5,NA
"HABs-SantaMonicaPier_2015-08-10T20:00:00Z",0.99,NA,NA,NA,NA,2.1,0.3,NA,0,NA,NA,0.4,7.8,23,NA
"HABs-SantaMonicaPier_2015-08-17T20:00:00Z",1.45,NA,NA,NA,NA,0.7,0,NA,0,NA,NA,0.4,6.9,23,NA
"HABs-SantaMonicaPier_2015-08-31T20:00:00Z",1.15,NA,NA,NA,NA,0.3,0,NA,0,NA,NA,0.4,6.9,23,NA
"HABs-SantaMonicaPier_2015-09-07T20:00:00Z",1.53,NA,NA,NA,NA,1.2,0,NA,0,NA,NA,0.4,9,23.5,NA
"HABs-SantaMonicaPier_2015-09-14T20:00:00Z",20.2,NA,NA,NA,NA,1.4,0.5,NA,0,NA,NA,0.5,67.8,23.5,NA
"HABs-SantaMonicaPier_2015-09-21T20:00:00Z",2.87,NA,NA,NA,NA,1.5,0.1,NA,0,NA,NA,0.4,7,23.5,NA
"HABs-SantaMonicaPier_2015-09-28T20:00:00Z",0.52,NA,NA,NA,NA,0.6,0.2,NA,0.04,NA,NA,0.1,4.1,25,NA
"HABs-SantaMonicaPier_2015-10-05T20:00:00Z",12.2,NA,NA,NA,NA,0.4,0.1,NA,0,NA,NA,0.1,5.9,22.5,NA
"HABs-SantaMonicaPier_2015-10-12T20:00:00Z",8.21,NA,NA,NA,NA,1.3,0.1,NA,0,NA,NA,0.3,5.1,22,NA
"HABs-SantaMonicaPier_2015-10-19T20:00:00Z",7.41,NA,NA,NA,NA,0.8,0,NA,0,NA,NA,0.3,2.7,21,NA
"HABs-SantaMonicaPier_2015-10-26T20:00:00Z",41.4,NA,NA,NA,NA,1.6,0.3,NA,0,NA,NA,0.5,3.4,20.5,NA
"HABs-SantaMonicaPier_2015-11-02T21:00:00Z",4.79,NA,NA,NA,NA,0.4,0,NA,0.08,NA,NA,0.5,2.5,19,NA
"HABs-SantaMonicaPier_2015-11-09T21:00:00Z",14.3,NA,NA,NA,NA,1.4,0.4,NA,0,NA,NA,0.3,1.2,17,NA
"HABs-SantaMonicaPier_2015-11-16T21:00:00Z",2.32,NA,NA,NA,NA,4.5,0.3,NA,0,NA,NA,0.7,5.9,17,NA
"HABs-SantaMonicaPier_2015-11-23T21:00:00Z",1.15,NA,NA,NA,NA,1.9,0,NA,0,NA,NA,0.4,5.9,16,NA
"HABs-SantaMonicaPier_2015-11-30T19:00:00Z",0.25,NA,NA,NA,NA,0.8,0,NA,0,NA,NA,0.1,3.3,16,NA
"HABs-SantaMonicaPier_2015-12-07T21:00:00Z",3,NA,NA,NA,NA,1.2,0.2,NA,0,NA,NA,0.4,4.5,16,NA
"HABs-SantaMonicaPier_2015-12-14T19:00:00Z",1.78,NA,NA,NA,NA,2.1,0.2,NA,0,NA,NA,0.6,4.7,14.2,NA
"HABs-SantaMonicaPier_2016-01-04T21:00:00Z",17.9,0.6,NA,NA,NA,1.9,0.1,NA,0,NA,NA,0.5,3.8,14,NA
"HABs-SantaMonicaPier_2016-01-11T19:00:00Z",3.45,0.9,NA,NA,NA,1.6,0.1,NA,0,NA,NA,0.5,3.2,13,NA
"HABs-SantaMonicaPier_2016-01-18T22:00:00Z",10.1,0.6,NA,NA,NA,1.9,0.2,NA,0,NA,NA,0.4,3.6,14,NA
"HABs-SantaMonicaPier_2016-01-25T22:00:00Z",7.12,0.8,NA,NA,NA,0.9,0.1,NA,0,NA,NA,0.4,4.4,14.1,NA
"HABs-SantaMonicaPier_2016-02-01T22:00:00Z",0.7,0.3,NA,NA,NA,0,0.1,NA,0,NA,NA,0.3,5.5,12.8,NA
"HABs-SantaMonicaPier_2016-02-08T22:00:00Z",7.07,2.4,NA,NA,NA,0.6,0.1,NA,0,NA,NA,0.3,5.8,13.5,NA
"HABs-SantaMonicaPier_2016-02-15T22:00:00Z",4.4,0.3,NA,NA,NA,0.9,0,NA,0,NA,NA,0.6,5.8,15.4,NA
"HABs-SantaMonicaPier_2016-02-22T22:00:00Z",7.83,1.8,NA,NA,NA,0.9,0,NA,0,NA,NA,0.4,2.5,16,NA
"HABs-SantaMonicaPier_2016-02-29T22:00:00Z",2.88,0.6,NA,NA,NA,0.6,0,NA,0,NA,NA,0.3,3,15.8,NA
"HABs-SantaMonicaPier_2016-03-07T22:00:00Z",3.32,0.2,NA,NA,NA,2.6,0.6,NA,0,NA,NA,0.6,6.5,13.5,NA
"HABs-SantaMonicaPier_2016-03-14T21:00:00Z",0.18,1.2,NA,NA,NA,0.1,0.1,NA,0,NA,NA,0.1,4.4,15,NA
"HABs-SantaMonicaPier_2016-03-21T21:00:00Z",1.11,1,NA,NA,NA,5.3,0.4,NA,0,NA,NA,0.7,6.1,13,NA
"HABs-SantaMonicaPier_2016-03-28T18:00:00Z",0.85,2.3,NA,NA,NA,5.3,0.3,NA,0,NA,NA,0.7,5.8,13.8,NA
"HABs-SantaMonicaPier_2016-04-04T21:00:00Z",1.97,2,NA,NA,NA,0.3,0.1,NA,0,NA,NA,0.4,2.7,16,NA
"HABs-SantaMonicaPier_2016-04-11T18:00:00Z",6.19,0.9,NA,NA,NA,0.8,0.3,NA,0,NA,NA,0.4,3.5,15,NA
"HABs-SantaMonicaPier_2016-04-18T18:00:00Z",0.9,2.1,NA,NA,NA,0.3,0.3,NA,0,NA,NA,0.4,5.3,16.2,NA
"HABs-SantaMonicaPier_2016-04-25T18:00:00Z",11.52,3.2,NA,NA,NA,2.1,0.6,NA,0,NA,NA,0.4,6.1,14.7,NA
"HABs-SantaMonicaPier_2016-05-02T18:00:00Z",33.85,2.2,NA,NA,NA,0.1,0.7,NA,0,NA,NA,0.1,7.4,15.8,NA
"HABs-SantaMonicaPier_2016-05-09T19:30:00Z",4.56,0.1,NA,NA,NA,1,0.1,NA,0,NA,NA,0.5,5.5,16.8,NA
"HABs-SantaMonicaPier_2016-05-23T18:00:00Z",28.01,3,NA,NA,NA,0.4,0.2,NA,0,NA,NA,0.3,6.8,16,NA
"HABs-SantaMonicaPier_2016-05-30T18:00:00Z",8.55,0.7,NA,NA,NA,0.6,0.2,NA,0,NA,NA,0.4,6.9,15.8,NA
"HABs-SantaMonicaPier_2016-06-06T21:00:00Z",5.59,0.6,NA,NA,NA,0.4,0.1,NA,0,NA,NA,0.1,3.9,17,NA
"HABs-SantaMonicaPier_2016-06-13T21:00:00Z",10.66,3.3,NA,NA,NA,0.3,0.1,NA,0,NA,NA,0.3,4.1,17.6,NA
"HABs-SantaMonicaPier_2016-06-20T21:00:00Z",3.04,2.9,NA,NA,NA,0.6,0.1,NA,0,NA,NA,0.3,4.2,18.8,NA
"HABs-SantaMonicaPier_2016-06-27T21:00:00Z",3.86,0.7,NA,NA,NA,0.4,0.1,NA,0,NA,NA,0.2,2.3,21,NA
"HABs-SantaMonicaPier_2016-07-04T18:00:00Z",1.68,3.8,NA,NA,NA,0.3,0.1,NA,0,NA,NA,0.1,1.2,21.2,NA
"HABs-SantaMonicaPier_2016-07-11T18:00:00Z",21.72,5.9,NA,NA,NA,1.6,0.7,NA,0,NA,NA,0.3,5.9,21.1,NA
"HABs-SantaMonicaPier_2016-07-25T18:00:00Z",20.16,0.1,NA,NA,NA,1,0.1,NA,0,NA,NA,0.3,6.3,21,NA
"HABs-SantaMonicaPier_2016-08-01T18:00:00Z",1.98,2.8,NA,NA,NA,1,0.5,NA,0,NA,NA,0.4,4.9,22.8,NA
"HABs-SantaMonicaPier_2016-08-08T21:00:00Z",10.12,3,NA,NA,NA,0.6,0.4,NA,0,NA,NA,0.2,4.8,23.1,NA
"HABs-SantaMonicaPier_2016-08-15T21:00:00Z",13.87,0.6,NA,NA,NA,0.6,0.1,NA,0,NA,NA,0.2,4.8,23.3,NA
"HABs-SantaMonicaPier_2016-08-22T21:00:00Z",68.79,0.7,NA,NA,NA,0.2,0.1,NA,0,NA,NA,0.3,3.9,21.9,NA
"HABs-SantaMonicaPier_2016-08-29T21:00:00Z",68.8,3.1,NA,NA,NA,0.2,0.1,NA,0,NA,NA,0.3,5.5,23.9,NA
"HABs-SantaMonicaPier_2016-09-05T21:00:00Z",14.8,2.2,NA,NA,NA,1.8,0.3,NA,0,NA,NA,0.4,6.9,23.9,NA
"HABs-SantaMonicaPier_2016-09-12T21:00:00Z",6.39,2,NA,NA,NA,0.5,0.1,NA,0,NA,NA,0.3,4.5,21.9,NA
"HABs-SantaMonicaPier_2016-09-19T21:00:00Z",3.57,1,NA,NA,NA,0.6,0.1,NA,0,NA,NA,0.4,3.6,22,NA
"HABs-SantaMonicaPier_2016-09-26T23:00:00Z",1.95,0.6,NA,NA,NA,0.4,0,NA,0,NA,NA,0.4,3.4,21.9,NA
"HABs-SantaMonicaPier_2016-10-03T18:00:00Z",1.08,4.2,NA,NA,NA,0.5,0,NA,0,NA,NA,0.4,3.4,20.2,NA
"HABs-SantaMonicaPier_2016-10-10T18:00:00Z",4.44,0.7,NA,NA,NA,0.3,0.1,NA,0,NA,NA,0.4,3.9,21.9,NA
"HABs-SantaMonicaPier_2016-10-17T18:00:00Z",0.86,1.6,NA,NA,NA,0.5,0.1,NA,0,NA,NA,0.4,3.4,20.9,NA
"HABs-SantaMonicaPier_2016-10-24T18:00:00Z",2,1.8,NA,NA,NA,0.7,0.3,NA,0,NA,NA,0.3,2.8,20.1,NA
"HABs-SantaMonicaPier_2016-10-31T18:00:00Z",3.01,0.5,NA,NA,NA,0.8,0.1,NA,0,NA,NA,0.4,3.4,18.9,NA
"HABs-SantaMonicaPier_2016-11-07T19:00:00Z",7.76,0.8,NA,NA,NA,1.1,0.2,NA,0,NA,NA,0.3,2.9,20.3,NA
"HABs-SantaMonicaPier_2016-11-21T19:00:00Z",1.86,1.2,NA,NA,NA,0.9,0.5,NA,0,NA,NA,0.5,3.6,18.9,NA
"HABs-SantaMonicaPier_2016-11-28T21:00:00Z",3.06,1,NA,NA,NA,2,0.5,NA,0,NA,NA,0.5,5.3,17.2,NA
"HABs-SantaMonicaPier_2016-12-05T21:00:00Z",6.37,3.2,NA,NA,NA,1.3,0.3,NA,0,NA,NA,0.5,5.2,15.9,NA
"HABs-SantaMonicaPier_2016-12-12T21:00:00Z",4.68,0.6,NA,NA,NA,0.4,0,NA,0,NA,NA,0.4,NA,15.5,NA
"HABs-SantaMonicaPier_2016-12-19T21:00:00Z",3.45,0.3,NA,NA,NA,8.8,0.4,NA,0,NA,NA,0.9,7.6,14,NA
"HABs-SantaMonicaPier_2016-12-26T21:00:00Z",1.25,5,NA,NA,NA,5.2,0.5,NA,0,NA,NA,0.7,5.3,15.3,NA
"HABs-SantaMonicaPier_2017-01-02T21:00:00Z",3.4,0.8,NA,NA,NA,4.1,0.4,NA,0,NA,NA,0.5,6.1,15.8,NA
"HABs-SantaMonicaPier_2017-01-09T21:00:00Z",6.62,0.9,NA,NA,NA,13.2,5.7,NA,0,NA,NA,2.3,23.1,16.5,NA
"HABs-SantaMonicaPier_2017-01-16T22:00:00Z",2.75,2.8,NA,NA,NA,2.2,7.6,NA,0,NA,NA,0.5,4.1,16.8,NA
"HABs-SantaMonicaPier_2017-01-23T19:00:00Z",12.1,0.9,NA,NA,NA,14.1,6.6,NA,0,NA,NA,0.8,11.5,15.1,NA
"HABs-SantaMonicaPier_2017-01-30T19:00:00Z",3.85,0.9,NA,NA,NA,4,2.3,NA,0,NA,NA,0.6,5.5,15.9,NA
"HABs-SantaMonicaPier_2017-02-06T19:00:00Z",2.69,3.1,NA,NA,NA,4.1,2.8,NA,0,NA,NA,0.2,2.9,15.1,NA
"HABs-SantaMonicaPier_2017-02-13T21:00:00Z",14.9,0.8,NA,NA,NA,NA,28.7,NA,0,NA,NA,0.5,3.8,17,NA
"HABs-SantaMonicaPier_2017-02-20T21:00:00Z",1.07,0.9,NA,NA,NA,1.6,3,NA,0,NA,NA,0.4,3.48,16.9,NA
"HABs-SantaMonicaPier_2017-02-27T23:00:00Z",3.24,0.7,NA,NA,NA,4.3,4.8,NA,0,NA,NA,0.7,7.13,15.1,NA
"HABs-SantaMonicaPier_2017-03-07T01:00:00Z",5.13,1.6,NA,NA,NA,10.6,7.3,NA,0,NA,NA,0.9,6.96,14.8,NA
"HABs-SantaMonicaPier_2017-03-13T20:00:00Z",4.56,1.3,NA,NA,NA,5.2,4.5,NA,0,NA,NA,0.7,1.57,17.2,NA
"HABs-SantaMonicaPier_2017-03-20T20:00:00Z",3.28,1.4,NA,NA,NA,1.7,2.6,NA,0.07,NA,NA,0.5,3.24,18.9,NA
"HABs-SantaMonicaPier_2017-03-27T20:00:00Z",2.71,10.6,NA,NA,NA,6,2.7,NA,2.99,NA,NA,0.6,5.42,15,NA
"HABs-SantaMonicaPier_2017-04-03T20:00:00Z",2.39,2.1,NA,NA,NA,0,3.5,NA,3.07,NA,NA,0.5,1.64,16.8,NA
"HABs-SantaMonicaPier_2017-04-10T20:00:00Z",3.5,4.2,NA,NA,NA,3.4,9.7,NA,10.8,NA,NA,0.6,2.74,16.7,NA
"HABs-SantaMonicaPier_2017-04-17T20:00:00Z",1.62,18.2,NA,NA,NA,1.8,0.8,NA,0,NA,NA,0.3,2.78,18.5,NA
"HABs-SantaMonicaPier_2017-04-24T20:00:00Z",2,4.2,NA,NA,NA,6.8,0.1,NA,0,NA,NA,0.3,3.95,19.8,NA
"HABs-SantaMonicaPier_2017-05-01T18:00:00Z",4.17,3,NA,NA,NA,41.8,7.1,NA,14.4,NA,NA,0.6,3.77,17,NA
"HABs-SantaMonicaPier_2017-05-15T18:00:00Z",2.7,1.5,NA,NA,NA,6.4,6.6,NA,1.98,NA,NA,0.5,0.7,17.9,NA
"HABs-SantaMonicaPier_2017-05-22T16:00:00Z",6.3,0.3,NA,NA,NA,2.9,0.1,NA,0.05,NA,NA,0.6,1.7,18.9,NA
"HABs-SantaMonicaPier_2017-05-29T17:00:00Z",1.9,3.6,NA,NA,NA,10.2,0.1,NA,0.05,NA,NA,0.6,1.9,18,NA
"HABs-SantaMonicaPier_2017-06-05T20:00:00Z",0.1,3.2,NA,NA,NA,1.1,0.1,NA,0,NA,NA,0.1,2.3,20,NA
"HABs-SantaMonicaPier_2017-06-12T18:00:00Z",2.2,3.4,NA,NA,NA,1.1,0.1,NA,0,NA,NA,0.4,2.8,19.1,NA
"HABs-SantaMonicaPier_2017-06-19T17:00:00Z",1.2,2.4,NA,NA,NA,9.4,0.1,NA,0,NA,NA,0.2,2.8,20.3,NA
"HABs-SantaMonicaPier_2017-06-26T18:00:00Z",2.2,1.2,NA,NA,NA,7.2,0,NA,0,NA,NA,0.4,2.8,21,NA
"HABs-SantaMonicaPier_2017-07-03T18:00:00Z",0.6,2.4,NA,NA,NA,6.7,0.1,NA,0,NA,NA,0.3,3,21.8,NA
"HABs-SantaMonicaPier_2017-07-10T17:00:00Z",0.5,5.3,NA,NA,NA,2.1,0.1,NA,0,NA,NA,0.2,3.7,23,NA
"HABs-SantaMonicaPier_2017-07-17T17:00:00Z",1,1.4,NA,NA,NA,2.5,0.2,NA,0,NA,NA,0.4,3.3,23.2,NA
"HABs-SantaMonicaPier_2017-07-24T17:00:00Z",0.1,1.6,NA,NA,NA,0,0,NA,0,NA,NA,0.1,3.5,24,NA
"HABs-SantaMonicaPier_2017-07-31T17:00:00Z",1.1,1.5,NA,NA,NA,0.2,0.1,NA,0,NA,NA,0.3,3.5,24,NA
"HABs-SantaMonicaPier_2017-08-07T17:00:00Z",1.8,2.1,NA,NA,NA,0.4,0.1,NA,0,NA,NA,0.5,4.3,24.8,NA
"HABs-SantaMonicaPier_2017-08-14T17:00:00Z",1.4,1.4,NA,NA,NA,0.4,0.1,NA,0,NA,NA,0.4,2.6,23.7,NA
"HABs-SantaMonicaPier_2017-08-21T17:00:00Z",2.6,0.2,NA,NA,NA,0.7,0.1,NA,0,NA,NA,0.2,3.1,24,NA
